,instance,RESPONSE
3746,pliers/pliers_3,Pizza Pan on fire
3747,book/book_1,this is a reading book
3748,apple/apple_5,it's an apple
3749,mouse/mouse_2,black coaches Mouse
3750,toothpaste/toothpaste_1,are yellow red and white books
3751,shampoo/shampoo_4,bar
3752,coffee_mug/coffee_mug_2,it is that got black in color
3753,shampoo/shampoo_2,this is a bottle of Old Spice volcano shampoo
3754,banana/banana_5,it is a banana
3755,onion/onion_5,that is a small yellow onion
3756,shampoo/shampoo_2,it's a bottle of Old Spice body wash
3757,bowl/bowl_4,a blue bowl is sitting on a white electrical device
3758,picture_frame/picture_frame_4,two small picture frames
3759,hand_towel/hand_towel_2,this is a grayish purple towel
3760,flashlight/flashlight_3,flashlight
3761,fork/fork_5,this is a fork that is made of plastic and is white and it's disposable
3762,medicine_bottle/medicine_bottle_4,the object is a bottle of vitamins or supplements it has a brown body with yellow labeling and yellow lid
3763,allen_wrench/allen_wrench_2,ask madame
3764,water_bottle/water_bottle_1,this is the blue colored water bottle we can keep water in this
3765,stapler/stapler_5,object is a small purple staple
3766,apple/apple_4,it is a medium sized red apple
3767,stapler/stapler_4,a gray metal stapler sits with the hinged and pointing at me and to the right
3768,shampoo/shampoo_1,this is a blue and white bottle of Head and Shoulders shampoo
3769,shampoo/shampoo_3,it is a tall stick of deodorant up the color blue
3770,scissors/scissors_3,black Mesa
3771,spoon/spoon_5,disposable plastic spoon
3772,band_aid/band_aid_4,this is a small box of Band-Aids
3773,bowl/bowl_3,I am seeing is a deep Red Bull about 4 in in diameter at the top
3774,apple/apple_3,it's an apple
3775,marker/marker_1,object has a red dry erase marker made by Euro
3776,fork/fork_5,object is a white plastic fork
3777,soda_bottle/soda_bottle_5,the Arctic time seen as a clear bottle of dark colored soda pop
3778,potato/potato_2,the object is a big I'm assuming Russet potato
3779,scissors/scissors_5,I am seeing a small pair of Chrome plated scissors
3780,coffee_mug/coffee_mug_4,it is a tea cup with floral design
3781,plate/plate_3,this is a red plate
3782,pliers/pliers_3,it is a pill a pair of animal nail nail clippers
3783,shampoo/shampoo_4,this is a bright green bottle of transparent shampoo
3784,hammer/hammer_4,this object looks like it could be a mail it it looks like it has a feature of pasta light at one end of it
3785,flashlight/flashlight_3,I am seeing a black handled flashlight with a red end
3786,shampoo/shampoo_3,a blue bottle sits upright facing away from me and to the right
3787,food_can/food_can_5,do you object on the turntable is a chin cam with a white and yellow outer cover
3788,spoon/spoon_5,it is a plastic spoon
3789,lemon/lemon_3,this is a lemon
3790,pencil/pencil_1,this is a ballpoint pen
3791,hammer/hammer_3,this is a hammer with a pink handle
3792,spoon/spoon_1,is probably a
3793,coffee_mug/coffee_mug_2,cmdc bookmark Orange
3794,bowl/bowl_1,this is a deep bowl that is green in color
3795,flashlight/flashlight_2,a small black flashlight has an orange on off switch on the bottom and a black carrying strap
3796,marker/marker_5,this is a black Sharpie marker
3797,stapler/stapler_5,I like you more paper
3798,spoon/spoon_1,businesses for sale used
3799,measuring_tape/measuring_tape_1,the object of the yellow and black tape measurer
3800,can_opener/can_opener_4,as a handheld can opener it has a black turn on and black handles
3801,sponge/sponge_2,is the pink kitchen sponge
3802,plate/plate_4,green dishware
3803,pencil/pencil_3,this is a black and red mechanical pencil
3804,hammer/hammer_2,what I am seeing is a chrome and black hammer with a long neck yellow and black handle
3805,picture_frame/picture_frame_5,this is a black picture frame with a table stand
3806,gauze/gauze_1,the sound speaker is sitting right on the table it appears to be white
3807,lightbulb/lightbulb_4,this isn't like your house for brightening be home
3808,flashlight/flashlight_2,this is a flashlight
3809,can_opener/can_opener_2,this is a can opener with lime green handle
3810,band_aid/band_aid_3,I am seeing a brown and blue box of Band-Aids
3811,medicine_bottle/medicine_bottle_4,it's a bottle of vitamins
3812,plate/plate_2,I want you to play
3813,presciption_medicine_bottle/presciption_medicine_bottle_3,this is a medication bottle that is a brownish color made of plastic that has a white label and a white top
3814,pliers/pliers_4,this object is a pair of pliers with cushioned handles
3815,food_jar/food_jar_1,it's a jar of applesauce
3816,mouse/mouse_1,the object is a black computer mouse at the wire attached to it
3817,cell_phone/cell_phone_2,it's a dumb phone
3818,marker/marker_6,this is a red marker
3819,lightbulb/lightbulb_5,this is a white replacement shower head
3820,banana/banana_3,this object is a banana the pill is yellow it still has a stem on it and it has not been peeled yet
3821,onion/onion_3,it's an onion
3822,bell_pepper/bell_pepper_5,the auditorium scene is a yellow chili pepper
3823,toothbrush/toothbrush_3,this is a transparent toothbrush it has a green handle and blue bristles
3824,pliers/pliers_2,Lowe's pliers
3825,book/book_5,this is a tan green and white hardcover book
3826,water_bottle/water_bottle_1,this isn't blue color watches
3827,toothpaste/toothpaste_1,this is a box of Arm & Hammer toothpaste it has a red and orange label
3828,syringe/syringe_5,businesses use for injecting medicine from your body
3829,plate/plate_4,is a green plate
3830,food_jar/food_jar_4,Eco jar
3831,spoon/spoon_3,this is a silver metal soup spoon
3832,spoon/spoon_1,wilderness
3833,bell_pepper/bell_pepper_1,a red bell pepper lays on its side with the stem end facing the right
3834,scissors/scissors_4,this is a pair of scissors
3835,gauze/gauze_1,it's some sort of white cloth in plastic packaging
3836,can_opener/can_opener_3,the object is a heavy duty can opener and has a baby blue grip
3837,spoon/spoon_2,a scuff
3838,toothpaste/toothpaste_4,Children's Dental
3839,apple/apple_2,this is a bright green Granny Smith apple
3840,eye_glasses/eye_glasses_3,these are glasses
3841,can_opener/can_opener_2,a silver can opener has an avocado green handle and crank
3842,lemon/lemon_5,this is a lemon that is yellow in color
3843,cell_phone/cell_phone_3,this is a rectangular black cell phone it is a smartphone
3844,stapler/stapler_1,pink stapler
3845,marker/marker_1,laundry time seen as a red marking pen with red and white out of markings
3846,banana/banana_1,it's a banana
3847,hammer/hammer_6,that is a mallet it's got a blackhead a wood body and a silver clip to hang it on a utility belt
3848,coffee_mug/coffee_mug_1,the object is a red ceramic mug
3849,sponge/sponge_2,it's a pink sponge
3850,eye_glasses/eye_glasses_3,glasses
3851,syringe/syringe_2,this is a hypodermic needle with a needle on the end of it and orange barrel and a white plunger
3852,marker/marker_4,this is a large black permanent marker
3853,allen_wrench/allen_wrench_3,if
3854,allen_wrench/allen_wrench_2,this is a small allen wrench
3855,water_bottle/water_bottle_3,Young
3856,banana/banana_5,a ripe banana lays flat with the stem and pointed directly at me
3857,can_opener/can_opener_3,this is a can opener
3858,presciption_medicine_bottle/presciption_medicine_bottle_2,how does a bottle of medication
3859,can_opener/can_opener_2,I am seeing a chrome-plated can opener with green handles
3860,screwdriver/screwdriver_4,what I am seeing is a black and yellow handle screwdriver with a sword shank and a black tip
3861,screwdriver/screwdriver_3,it's a blue screwdriver
3862,lightbulb/lightbulb_2,that is a small white ball that looks like it belongs to a ping pong table
3863,food_can/food_can_4,a blue can of food sits upright with the label facing away from me and to the left
3864,toothbrush/toothbrush_1,I'm looking at a yellow
3865,banana/banana_3,this is white banana with a sticker on it
3866,bowl/bowl_1,this is an olive green ceramic Bowl
3867,stapler/stapler_3,Israel
3868,lightbulb/lightbulb_1,the auditorium scene is a fluorescent light bulb
3869,band_aid/band_aid_5,Young Turks in the Band-Aid box
3870,flashlight/flashlight_3,I'm see what appears to be a TV remote control and a black plastic case with a red end and buttons with white lettering
3871,medicine_bottle/medicine_bottle_1,this is a partially used bottle of daytime cold medicine
3872,soda_bottle/soda_bottle_2,it is a plastic bottle full of Coca-Cola
3873,plate/plate_4,appreciate
3874,scissors/scissors_2,a pair of scissors with a blue and gray handle lays flat the blades of the scissors are closed and pointing to the left
3875,soda_bottle/soda_bottle_4,a green bottle with a label that reads Seagram's ginger ale it looks like it has liquid in it and a green top
3876,marker/marker_2,does a black dry erase marker with a black lid and a white body and the word Expo written in Black
3877,flashlight/flashlight_2,that is a mini black flashlight with an orange on and off button
3878,hammer/hammer_4,does a hammer with a black handle
3879,water_bottle/water_bottle_2,this is a tall bottle of water with a blue cap
3880,pliers/pliers_4,these are pliers with black rubber handles a little band of red at the top of the black and silver at the top
3881,allen_wrench/allen_wrench_1,this is a pack of silver Allen wrenches it has a red organizer
3882,food_can/food_can_4,the other time scene is a medium sized tin can with a blue and white out of wrapping
3883,bowl/bowl_3,this is a round red cereal bowl
3884,lightbulb/lightbulb_4,that is a light bulb
3885,soda_bottle/soda_bottle_2,Papa Pilar condry
3886,shampoo/shampoo_2,this is a bottle of product
3887,apple/apple_2,this is a green apple with stems attached green apples grow on trees
3888,lemon/lemon_3,that is a yellow lemon with a sticker of a barcode on it
3889,toothpaste/toothpaste_1,how to turn on the turntable is a boxed tube of toothpaste with white yellow and red outer markings
3890,lightbulb/lightbulb_5,Sean Elliott
3891,eye_glasses/eye_glasses_4,the object is a pair of glasses with tortoiseshell coloring
3892,hammer/hammer_4,it's a mallet
3893,toothpaste/toothpaste_1,Outreach on the turntable is a boxed tube of toothpaste and it has an orange and red coloring
3894,food_jar/food_jar_2,this isn't equal in his last button
3895,tissue_box/tissue_box_1,what I am seeing is a large Blue rectangular box of white tissue paper with gray markings on the outside
3896,medicine_bottle/medicine_bottle_3,it looks like a medicine ball
3897,lime/lime_4,the object I'm seen as a green and light yellow lime
3898,screwdriver/screwdriver_5,it's a screwdriver
3899,bell_pepper/bell_pepper_3,it's a green bell pepper
3900,medicine_bottle/medicine_bottle_5,Madison Ciara
3901,band_aid/band_aid_5,does a box of Band-Aids
3902,lightbulb/lightbulb_3,this is a white flood light
3903,potato/potato_4,that is a small-sized brown potato
3904,book/book_1,it's a book
3905,sponge/sponge_1,it's a sponge
3906,screwdriver/screwdriver_1,it's a screwdriver
3907,spoon/spoon_3,this is a silver colored spoon
3908,water_bottle/water_bottle_3,I am seeing is a blue clear water bottle that has blue and red outer markings
3909,toothbrush/toothbrush_3,it's a green toothbrush
3910,coffee_mug/coffee_mug_2,the auditorium scene is a black coffee cup with a light brown interfinish
3911,lemon/lemon_1,it's a lemon
3912,soda_bottle/soda_bottle_4,soda bottle
3913,band_aid/band_aid_4,this is a box of Band-Aids
3914,stapler/stapler_5,this is a small light purple stapler
3915,presciption_medicine_bottle/presciption_medicine_bottle_3,it's a medication bottle
3916,can_opener/can_opener_5,it's a metal can opener
3917,allen_wrench/allen_wrench_3,this is a tool called an allen wrench
3918,eye_glasses/eye_glasses_1,eyeglasses
3919,book/book_2,this is a red book with a picture on it
3920,stapler/stapler_3,that's a blue translucent stapler
3921,allen_wrench/allen_wrench_5,it's a bunch of Allen wrenches
3922,apple/apple_5,it is a medium sized apple
3923,stapler/stapler_4,this is an old gray stapler
3924,food_jar/food_jar_3,it's a jar of pasta sauce
3925,pencil/pencil_2,a purple pen with a white corn on the cob
3926,medicine_bottle/medicine_bottle_2,this is a white bottle of unidentified tablets
3927,can_opener/can_opener_2,a manual can opener with a yellow and green
